id,gender,age,significant other,household size,family relationship,free time,social activities,study time,failures,absences,health,weekday drinker,weekend drinker,drinker
464,1,15,0,0,4,1,3,2,0,0,4,1,3,1
465,1,15,0,0,4,4,2,4,0,6,3,2,3,1
466,0,16,0,1,4,3,2,4,0,2,5,1,1,0
467,0,15,0,1,3,3,3,4,0,0,3,1,1,0
468,1,15,1,1,3,3,4,2,0,2,5,2,4,1
469,0,16,0,1,5,3,2,1,0,0,5,2,2,1
470,1,16,0,1,4,3,3,2,0,4,5,2,4,1
471,0,15,0,1,4,3,3,2,0,0,5,2,3,1
472,0,15,0,1,3,4,3,4,0,0,1,1,1,0
473,1,16,1,1,5,2,3,4,0,1,3,1,3,1
474,0,17,0,1,4,5,1,1,3,0,3,1,1,0
475,1,16,0,1,2,4,3,2,0,14,3,1,2,0
476,0,15,1,1,3,2,2,1,0,0,3,1,3,1
477,0,15,0,1,5,3,2,3,0,2,5,1,2,0
478,1,15,0,0,4,4,4,2,0,4,5,1,1,0
479,0,15,0,0,5,3,3,2,0,2,4,1,3,1
480,1,15,0,1,4,3,2,2,0,2,4,2,3,1
481,1,15,1,1,4,4,4,2,0,4,5,2,3,1
482,1,16,0,0,4,3,4,2,0,6,2,1,2,0
483,1,15,0,1,5,3,3,3,0,4,1,1,3,1
484,0,16,0,1,4,4,2,2,0,6,3,1,1,0
485,0,16,0,0,4,1,3,2,0,6,5,3,5,1
486,1,16,1,1,4,3,3,3,0,2,4,1,3,1
487,1,15,0,1,4,5,5,1,0,6,1,1,3,1
488,1,16,0,0,3,3,3,2,0,0,2,2,3,1
489,1,16,0,1,5,3,3,2,0,2,1,1,1,0
490,0,15,0,0,4,3,4,4,0,2,4,1,1,0
491,1,15,0,1,3,1,2,4,0,4,1,1,1,0
492,0,16,0,1,3,3,3,1,0,6,4,1,1,0
493,1,16,1,1,4,3,5,2,0,0,5,1,1,0
494,1,16,0,1,5,3,4,1,0,4,1,1,2,0
495,1,16,0,1,5,3,5,3,0,2,3,1,1,0
496,0,16,0,1,4,5,5,1,0,12,4,5,5,1
497,0,16,1,1,4,4,3,3,0,0,4,1,1,0
498,0,15,0,1,5,3,3,1,0,2,5,1,1,0
499,1,15,0,1,4,3,5,2,0,16,2,1,1,0
500,0,15,0,1,5,4,4,2,0,0,1,1,1,0
501,1,15,0,1,4,3,3,4,0,10,4,1,1,0
502,1,15,0,1,5,1,2,4,0,4,3,1,1,0
503,0,16,0,1,5,3,3,3,0,4,5,1,1,0
504,0,15,1,1,1,3,5,4,0,8,1,3,5,1
505,1,16,1,0,5,4,5,3,0,2,4,1,1,0
506,0,15,0,0,5,5,3,1,0,4,4,1,1,0
507,1,16,0,1,4,1,2,3,0,4,2,1,1,0
508,1,16,0,1,3,1,2,2,1,12,5,1,1,0
509,0,15,0,0,3,5,2,1,0,10,3,1,1,0
510,0,15,1,1,5,4,2,2,0,4,5,1,1,0
511,0,16,0,1,5,4,4,2,0,6,5,1,2,0
512,0,15,0,1,4,4,3,2,0,4,2,1,1,0
513,0,16,0,1,5,4,2,1,0,6,5,1,1,0
514,0,17,0,1,5,2,4,2,1,14,5,1,4,1
515,0,15,0,1,3,4,3,1,0,2,4,1,2,0
516,1,15,0,1,3,2,3,2,0,0,1,1,2,0
517,0,15,0,1,5,5,4,4,0,6,5,1,2,0
518,1,16,1,0,4,2,2,2,0,2,5,1,2,0
519,0,16,0,1,3,4,4,1,0,4,5,1,4,1
520,1,16,1,1,5,4,4,2,0,0,5,1,1,0
521,0,15,0,1,5,5,5,1,0,2,5,3,2,1
522,1,15,1,0,5,3,2,2,0,0,1,1,1,0
523,1,19,0,1,3,4,2,2,2,0,5,1,1,0
524,0,16,0,1,3,5,5,1,0,8,4,2,5,1
525,0,16,1,1,3,2,3,3,0,4,1,2,2,1
526,1,15,1,1,4,2,2,3,0,0,5,2,2,1
527,1,18,1,1,5,4,5,2,3,10,5,1,3,1
528,1,17,0,0,3,2,2,1,0,8,5,1,2,0
529,1,15,1,1,4,3,3,1,0,6,4,1,2,0
530,1,17,1,0,3,4,4,1,0,2,5,1,3,1
531,1,16,0,1,3,2,1,1,0,12,5,1,4,1
532,0,16,0,1,3,2,1,1,0,4,2,1,1,0
533,1,16,0,1,5,3,4,1,1,12,5,1,1,0
534,0,15,1,1,5,3,3,2,0,2,5,1,1,0
535,1,15,1,1,4,3,3,3,0,4,5,1,1,0
536,0,17,0,1,5,4,5,2,0,2,5,2,4,1
537,1,16,0,1,5,1,3,2,0,0,3,1,1,0
538,0,18,1,0,3,3,4,1,0,2,4,4,5,1
539,1,18,1,1,4,3,3,3,0,10,5,5,1,1
540,1,16,1,1,3,3,3,1,0,8,1,1,2,0
541,1,16,1,1,4,3,2,1,0,4,5,1,1,0
542,0,16,1,0,4,4,4,2,2,0,5,1,3,1
543,1,15,0,1,4,3,2,1,0,6,5,1,1,0
544,1,15,1,1,5,5,5,1,1,2,1,1,1,0
545,0,15,0,1,2,2,2,4,0,6,3,1,1,0
546,1,15,1,1,1,3,2,2,0,24,1,2,3,1
547,0,16,0,1,5,3,3,3,0,0,5,1,3,1
548,0,16,0,0,2,3,3,1,0,4,2,2,2,1
549,1,15,0,1,4,2,2,3,0,2,5,1,1,0
550,1,16,0,0,3,4,4,1,0,4,1,3,3,1
551,0,17,0,1,5,4,5,1,0,22,5,1,2,0
552,1,15,0,1,4,4,2,2,0,0,5,1,2,0
553,1,15,1,0,4,4,2,1,0,0,5,1,1,0
554,1,15,0,1,3,3,2,2,1,2,3,1,1,0
555,1,15,0,1,4,3,2,2,0,6,5,1,1,0
556,1,15,1,1,2,3,4,2,0,6,1,2,4,1
557,0,16,1,1,3,3,2,1,0,16,5,2,1,0
558,0,15,0,0,4,5,5,1,0,0,5,2,5,1
559,0,18,1,0,2,3,5,1,2,0,4,2,5,1
560,0,16,1,0,4,4,4,1,1,6,5,3,5,1
561,1,15,1,1,4,2,1,3,0,2,3,2,3,1
562,0,19,1,1,4,5,4,1,0,6,4,1,1,0
563,1,17,1,1,4,2,1,1,0,0,4,1,1,0
564,0,15,0,1,4,4,4,2,0,0,1,1,1,0
565,0,17,0,0,2,2,2,1,3,14,5,3,3,1
566,1,18,0,1,5,2,5,1,3,6,4,1,5,1
567,0,16,0,1,4,2,2,1,0,4,3,1,2,0
568,0,16,1,1,4,5,5,2,1,0,5,4,4,1
569,0,16,0,0,4,4,5,1,2,0,5,3,5,1
570,0,17,1,0,3,3,2,1,1,8,5,2,2,1
571,0,17,1,1,4,4,4,2,2,4,3,1,4,1
572,0,15,0,0,4,4,4,1,0,2,5,2,4,1
573,0,16,0,1,5,3,3,1,1,2,2,1,4,1
574,0,17,1,0,5,3,5,2,0,0,5,1,5,1
575,0,17,0,1,4,5,2,1,3,10,2,1,1,0
576,0,16,0,1,4,3,5,2,0,0,4,2,4,1
577,1,16,1,1,4,2,3,2,0,0,3,1,1,0
578,1,16,0,1,5,1,5,2,0,0,4,1,1,0
579,1,16,1,1,4,4,2,2,0,0,3,1,1,0
580,0,16,0,1,3,4,5,1,1,4,2,2,4,1
581,0,16,1,1,4,3,2,2,0,0,3,1,1,0
582,0,17,0,0,4,4,4,2,0,0,5,1,3,1
583,1,16,1,1,4,3,5,2,0,0,3,1,1,0
584,1,16,0,0,4,4,5,2,0,0,4,1,1,0
585,0,17,0,0,4,4,4,2,0,0,4,4,4,1
586,1,16,0,1,3,4,4,2,0,0,5,1,4,1
587,0,17,0,1,4,3,4,2,0,4,4,1,4,1
588,0,16,1,1,4,3,3,1,0,8,3,3,4,1
589,0,17,1,1,5,2,3,2,0,4,2,1,1,0
590,0,16,0,1,3,4,3,2,0,4,3,2,3,1
591,0,16,1,1,4,2,3,2,0,0,3,1,2,0
592,1,17,0,1,5,4,2,2,0,0,5,2,3,1
593,1,17,1,0,5,3,3,2,0,32,1,2,3,1
594,1,16,0,1,1,2,2,2,0,8,1,1,2,0
595,0,17,1,1,4,3,4,2,0,6,4,2,3,1
596,0,16,1,1,3,3,3,1,0,0,3,1,2,0
597,0,16,1,0,4,2,3,2,0,0,5,1,2,0
598,1,17,1,1,3,3,3,2,0,10,3,1,3,1
599,0,17,0,1,3,1,3,2,0,6,3,1,5,1
600,1,16,0,1,4,3,3,2,0,6,2,1,1,0
601,1,17,0,1,5,3,3,2,0,0,3,1,1,0
602,0,17,0,1,4,4,4,2,0,16,5,4,5,1
603,0,16,0,1,4,3,2,1,0,0,5,3,4,1
604,0,16,0,1,5,3,3,1,0,0,3,1,1,0
605,1,17,1,0,4,3,2,2,0,8,5,1,1,0
606,0,17,0,1,5,2,3,1,0,4,5,1,2,0
607,0,16,0,0,3,3,4,1,0,16,3,3,5,1
608,1,17,0,1,4,2,4,1,1,30,2,2,3,1
609,1,16,0,0,4,5,2,2,0,0,3,1,2,0
610,1,16,0,1,4,3,5,2,0,2,2,1,5,1
611,1,16,0,1,4,4,3,2,0,4,4,1,3,1
612,1,17,0,1,4,4,4,2,0,0,1,1,3,1
613,1,17,0,1,5,3,2,1,0,21,3,1,2,0
614,1,16,0,1,5,3,5,4,0,6,5,1,1,0
615,1,17,1,1,4,4,3,3,1,14,5,3,4,1
616,1,16,0,1,2,3,3,2,0,2,4,2,2,1
617,1,16,1,1,1,3,2,2,0,4,1,1,1,0
618,1,16,0,1,4,3,2,1,0,2,5,1,4,1
619,1,17,1,1,4,4,2,3,0,0,4,1,1,0
620,1,19,0,1,4,3,3,4,0,4,3,1,2,0
621,0,17,1,0,5,3,5,2,0,15,3,4,5,1
622,1,16,0,1,3,3,4,2,0,0,4,1,1,0
623,0,18,0,1,4,4,4,2,0,10,5,2,4,1
624,1,17,0,0,5,2,1,1,0,6,3,1,2,0
625,1,17,0,0,4,4,4,2,0,2,1,1,3,1
626,1,17,1,1,3,4,5,2,0,16,1,2,4,1
627,0,18,0,0,3,2,4,2,0,10,4,2,4,1
628,1,17,0,1,3,3,3,1,0,4,3,1,4,1
629,1,17,0,1,4,3,3,3,0,0,4,1,1,0
630,1,17,0,1,4,2,5,2,0,0,5,1,2,0
631,1,17,1,1,4,3,4,3,0,12,5,1,1,0
632,1,16,0,1,2,3,1,2,0,0,3,1,1,0
633,0,18,0,1,3,3,3,2,3,9,4,5,5,1
634,1,16,0,1,5,3,2,3,0,4,5,1,1,0
635,1,18,1,1,5,3,3,2,0,4,4,1,1,0
636,1,17,0,1,5,3,4,2,0,2,3,1,3,1
637,0,17,0,0,5,3,3,2,0,0,3,1,3,1
638,0,18,1,0,4,3,2,2,0,2,3,4,5,1
639,1,17,1,1,3,2,3,3,0,0,3,1,2,0
640,1,17,1,0,3,2,3,2,0,0,3,1,2,0
641,0,17,0,1,4,5,2,2,0,0,1,1,1,0
642,0,17,1,1,4,5,5,2,0,0,2,1,3,1
643,0,16,0,1,4,2,4,2,0,0,1,2,4,1
644,0,16,0,0,3,4,2,2,0,2,5,1,1,0
645,0,16,1,1,5,3,3,3,0,0,2,1,3,1
646,0,17,1,0,4,4,2,2,0,0,4,5,5,1
647,1,16,1,1,4,5,2,1,0,4,5,1,1,0
648,1,16,1,1,5,3,3,2,0,0,5,1,2,0
649,1,18,0,0,4,3,3,2,1,18,3,1,1,0
650,1,18,1,0,5,3,1,2,1,16,5,1,1,0
651,1,18,0,1,4,1,1,1,1,14,3,1,1,0
652,0,18,1,1,4,4,3,1,1,26,1,2,2,1
653,0,17,0,1,4,2,1,1,0,6,5,1,2,0
654,1,17,0,1,5,4,2,2,0,4,3,1,1,0
655,1,17,1,0,4,3,2,3,0,10,4,1,2,0
656,1,16,0,1,5,3,5,1,0,4,5,1,2,0
657,1,17,0,1,2,1,1,2,0,2,3,1,1,0
658,1,17,0,0,5,5,4,1,1,14,5,1,1,0
659,0,18,0,1,5,5,4,2,0,16,2,3,5,1
660,1,17,0,0,3,1,2,1,1,8,1,1,1,0
661,1,17,0,0,4,3,3,3,0,4,5,1,3,1
662,1,17,0,0,4,3,2,2,0,4,4,1,1,0
663,0,17,1,0,2,5,5,2,0,8,5,1,4,1
664,0,17,0,0,3,3,3,2,0,0,4,2,3,1
665,0,16,0,0,5,4,5,1,0,7,3,1,1,0
666,0,16,0,1,5,3,2,1,0,4,5,1,2,0
667,1,17,1,1,5,3,1,2,0,2,5,1,4,1
668,0,17,1,1,4,3,3,3,0,2,1,1,1,0
669,1,17,1,1,4,2,2,3,0,10,5,2,3,1
670,1,17,1,1,4,3,2,2,0,10,4,1,1,0
671,1,18,1,1,4,4,4,3,0,10,3,1,1,0
672,0,16,0,1,4,3,3,1,0,7,4,1,1,0
673,1,17,0,1,4,3,4,2,0,4,5,1,2,0
674,0,17,0,1,5,2,2,1,0,2,2,1,1,0
675,0,22,1,1,5,4,5,1,3,12,1,5,5,1
676,0,18,1,0,4,3,3,2,0,8,5,1,3,1
677,0,16,0,1,4,3,2,1,0,0,5,2,4,1
678,0,18,0,1,4,4,5,1,0,8,5,2,4,1
679,0,16,0,1,5,3,3,2,1,4,2,1,3,1
680,0,18,0,1,3,2,5,1,2,4,5,2,5,1
681,0,16,0,1,3,3,2,1,0,2,3,1,3,1
682,0,17,0,1,4,4,2,1,0,0,5,2,4,1
683,0,17,0,0,4,4,4,1,1,0,5,1,2,0
684,1,18,1,0,4,3,4,2,0,2,5,1,3,1
685,1,17,0,0,4,2,3,4,0,2,4,1,1,0
686,1,19,0,1,4,3,3,2,0,0,5,1,1,0
687,0,18,0,0,4,4,5,2,1,4,5,4,4,1
688,1,17,0,1,4,3,4,3,0,2,5,1,3,1
689,1,18,0,0,4,4,3,3,0,4,3,2,3,1
690,1,18,0,1,3,2,3,2,0,4,5,1,1,0
691,0,19,0,0,4,3,1,2,0,4,1,1,1,0
692,0,18,0,1,5,2,4,2,0,2,4,1,2,0
693,0,17,0,1,5,2,2,1,0,0,4,1,1,0
694,1,17,1,0,3,4,1,4,0,2,2,1,1,0
695,1,20,1,1,1,2,3,2,0,8,2,1,2,0
696,1,18,1,1,3,1,2,2,0,2,2,1,3,1
697,0,18,0,1,4,3,2,2,0,2,3,1,1,0
698,0,18,0,1,5,3,2,3,0,2,3,1,1,0
699,1,17,0,1,3,2,3,3,0,2,4,1,1,0
700,1,18,1,1,4,3,3,3,0,0,3,1,1,0
701,0,17,0,1,4,4,4,1,0,8,4,2,3,1
702,0,18,0,0,4,2,5,2,0,6,1,3,4,1
703,0,17,1,1,5,4,4,2,0,0,5,3,4,1
704,1,18,0,1,4,3,4,2,0,8,4,2,2,1
705,0,18,1,1,5,4,5,2,0,4,5,1,3,1
706,1,18,1,1,4,3,5,2,0,12,3,1,2,0
707,1,19,0,1,4,3,5,2,0,16,5,3,3,1
708,1,18,1,1,4,5,5,4,0,10,2,1,3,1
709,1,18,0,0,4,4,3,2,0,2,3,1,1,0
710,0,17,1,1,3,5,2,2,0,2,1,2,2,1
711,1,18,1,1,4,2,5,2,0,8,1,1,2,0
712,1,17,1,1,4,3,3,2,0,6,1,1,1,0
713,1,17,1,0,4,4,4,2,0,6,5,2,3,1
714,1,18,1,1,4,1,1,2,0,15,5,1,1,0
715,0,18,0,1,3,2,4,1,0,6,3,1,4,1
716,1,18,1,1,2,4,4,2,1,2,4,1,1,0
717,1,17,1,1,4,2,3,3,0,8,1,1,1,0
718,1,19,0,1,3,3,3,2,1,0,3,4,3,1
719,0,18,0,0,4,2,3,1,0,0,1,1,2,0
720,0,18,0,1,3,4,4,1,0,10,4,2,4,1
721,0,17,1,0,4,5,4,1,0,22,5,2,4,1
722,0,17,0,0,4,4,4,1,0,18,3,3,4,1
723,1,18,0,0,5,2,2,4,0,2,3,1,1,0
724,1,18,0,1,5,4,4,2,0,0,4,1,1,0
725,1,17,0,1,5,4,5,2,0,12,5,1,2,0
726,1,18,1,1,4,3,1,2,0,10,5,1,1,0
727,0,17,0,1,4,3,3,2,0,0,4,1,2,0
728,1,18,0,1,4,3,3,3,0,0,2,1,2,0
729,1,17,0,1,4,3,3,3,0,0,3,1,1,0
730,0,18,0,1,4,2,4,3,0,0,2,1,3,1
731,0,18,0,0,5,4,3,2,0,0,2,1,1,0
732,0,18,1,1,4,3,2,2,0,2,5,1,4,1
733,1,17,0,1,4,2,2,3,0,0,3,1,2,0
734,1,17,0,0,3,1,2,4,0,0,3,1,1,0
735,0,18,0,0,5,4,2,3,0,0,4,1,1,0
736,0,17,0,1,4,4,3,1,0,0,5,1,3,1
737,1,19,0,1,2,3,4,2,0,2,2,2,3,1
738,1,18,1,0,4,4,5,2,0,0,2,1,2,0
739,1,18,0,1,4,3,3,4,0,0,3,1,1,0
740,0,18,1,0,1,4,2,1,0,0,1,2,2,1
741,1,18,1,0,4,2,4,2,0,0,4,1,1,0
742,0,17,0,0,4,1,1,1,0,0,5,2,2,1
743,1,17,0,1,5,3,4,3,0,0,5,1,1,0
744,1,17,0,1,4,3,3,3,0,0,3,1,1,0
745,1,17,0,1,5,2,2,4,0,0,5,1,2,0
746,0,19,1,0,4,3,1,3,1,0,5,1,1,0
747,0,20,0,1,5,5,3,1,2,0,5,1,1,0
748,0,19,1,1,4,5,3,2,0,0,5,1,2,0
749,1,18,1,1,3,4,4,2,0,2,5,1,2,0
750,1,18,0,1,5,3,3,2,0,2,1,1,2,0
751,1,17,1,1,4,2,1,2,0,2,3,1,1,0
752,1,17,0,1,4,4,4,1,0,2,5,1,1,0
753,1,18,1,1,4,3,4,3,0,2,5,1,1,0
754,1,18,0,0,3,2,4,1,0,8,1,1,4,1
755,1,17,0,1,4,3,4,3,0,2,5,2,5,1
756,1,18,0,1,4,1,4,2,0,8,3,1,1,0
757,0,19,1,1,5,4,4,2,0,9,1,1,1,0
758,1,18,0,1,4,4,4,2,0,0,5,3,3,1
759,1,18,1,1,5,4,4,1,0,4,1,1,1,0
760,1,17,0,1,5,3,4,1,0,2,5,1,2,0
761,1,17,1,1,5,2,2,2,0,14,5,1,2,0
762,1,17,0,0,5,3,3,2,0,0,5,1,1,0
763,1,17,0,0,4,2,3,2,0,2,2,2,2,1
764,0,18,0,0,4,2,5,1,0,2,5,3,4,1
765,1,19,1,1,1,5,5,3,0,12,5,4,3,1
766,1,19,1,0,5,3,4,2,2,2,4,1,1,0
767,1,18,1,1,4,3,5,1,0,2,5,2,4,1
768,1,17,1,1,4,2,2,2,0,4,3,1,1,0
769,1,17,0,0,3,3,2,3,0,0,3,2,2,1
770,1,17,0,1,3,4,3,3,0,0,5,2,3,1
771,1,17,0,0,3,3,3,3,0,0,2,2,3,1
772,1,18,0,1,4,5,5,3,0,0,2,1,2,0
773,0,18,0,1,4,3,3,3,0,0,3,2,2,1
774,0,17,0,1,4,3,5,1,0,0,5,3,5,1
775,0,17,0,1,4,4,5,1,0,2,4,5,5,1
776,1,17,0,1,5,4,4,3,0,0,4,1,3,1
777,1,17,1,1,4,3,3,3,0,4,4,1,2,0
778,1,17,0,1,4,2,5,1,0,2,5,2,5,1
779,0,18,0,0,4,5,5,4,0,0,5,2,4,1
780,0,19,1,1,5,3,4,1,0,0,5,2,2,1
781,1,18,1,1,4,2,5,2,0,2,2,1,1,0
782,1,17,1,1,4,4,3,3,0,0,5,1,1,0
783,0,18,0,1,5,4,2,1,0,6,5,1,2,0
784,1,18,0,1,5,3,4,2,0,8,4,1,1,0
785,1,18,1,0,4,3,3,2,0,0,2,1,1,0
786,1,18,0,1,4,4,4,4,0,6,4,1,1,0
787,1,17,0,1,4,4,5,3,0,8,5,1,3,1
788,1,17,1,1,4,3,2,2,0,0,2,2,3,1
789,1,18,0,0,5,3,3,4,0,4,1,1,1,0
790,1,17,0,1,4,3,3,2,0,0,2,2,3,1
791,0,18,0,1,4,3,3,2,0,0,2,2,2,1
792,0,18,1,0,4,3,3,2,0,6,5,1,3,1
793,1,17,1,1,3,3,1,2,0,18,4,1,2,0
794,1,18,0,1,4,3,3,3,0,0,3,1,2,0
795,1,18,1,1,5,4,3,3,0,4,1,2,3,1
796,0,18,1,1,5,3,2,3,0,4,4,1,2,0
797,0,18,1,1,5,4,5,3,0,0,5,2,3,1
798,1,17,1,1,4,4,3,3,0,0,4,1,3,1
799,1,17,1,1,4,3,4,2,0,10,1,2,2,1
800,1,17,0,1,4,3,5,2,0,4,4,2,4,1
801,1,19,0,0,2,2,3,1,1,16,5,3,4,1
802,1,17,1,1,4,1,2,1,1,6,3,1,1,0
803,1,21,0,0,3,3,2,3,2,0,5,1,1,0
804,0,18,0,0,4,4,4,2,0,11,3,1,3,1
805,0,18,1,0,4,3,5,2,0,9,2,1,4,1
806,1,17,0,1,4,3,4,2,0,0,4,1,3,1
807,0,17,0,0,4,4,2,3,0,2,4,1,2,0
808,1,18,0,0,4,2,2,2,0,0,3,1,1,0
809,0,21,1,0,5,3,3,2,2,21,4,5,2,1
810,1,20,1,1,3,2,2,3,0,8,3,1,3,1
811,1,19,1,1,3,2,5,1,1,5,5,4,4,1
812,0,17,0,0,4,4,4,2,0,10,5,1,2,0
813,1,18,1,1,4,3,4,3,0,5,2,1,2,0
814,0,18,0,1,3,1,3,1,0,13,4,4,5,1
815,0,19,0,1,5,3,4,1,0,10,4,1,4,1
816,1,18,0,0,4,1,4,2,0,10,4,1,3,1
817,1,20,1,1,5,3,1,1,1,5,5,1,1,0
818,1,18,1,1,3,1,2,2,0,4,1,1,2,0
819,1,16,1,1,4,3,3,1,0,11,5,1,3,1
820,1,16,0,1,4,4,4,2,0,0,5,1,1,0
821,1,15,1,1,4,1,3,1,1,6,2,1,1,0
822,1,15,0,1,5,4,4,1,0,4,5,2,3,1
823,1,16,0,1,4,5,2,2,0,0,5,1,2,0
824,1,15,0,0,1,3,4,1,0,0,1,1,1,0
825,0,16,0,0,5,3,2,2,0,5,2,1,3,1
826,0,16,0,1,4,4,3,3,0,0,5,1,1,0
827,1,17,1,1,4,5,4,2,1,0,5,1,2,0
828,1,17,0,1,5,4,4,1,1,0,5,2,2,1
829,1,15,1,1,1,5,1,1,0,0,5,3,5,1
830,1,16,1,0,1,2,1,4,0,4,1,1,1,0
831,1,15,0,0,5,4,3,2,0,0,4,1,2,0
832,1,15,1,0,4,4,3,1,1,4,2,1,2,0
833,1,16,0,1,3,2,3,1,0,0,2,1,2,0
834,1,17,0,1,5,5,5,1,0,2,3,1,3,1
835,1,15,0,1,4,1,3,1,0,0,4,1,1,0
836,0,16,1,1,5,4,5,2,0,0,3,4,5,1
837,0,17,0,1,4,4,3,2,0,4,5,2,4,1
838,0,15,0,0,5,3,4,2,0,0,2,1,2,0
839,0,15,0,0,5,3,4,2,0,7,2,1,2,0
840,0,16,0,1,3,4,5,2,0,4,5,1,2,0
841,0,15,1,1,5,4,5,2,0,8,4,2,4,1
842,0,15,0,0,5,3,3,2,0,0,5,1,1,0
843,0,17,1,1,5,5,5,1,0,8,3,5,5,1
844,1,16,1,1,4,2,2,3,0,6,4,1,1,0
845,1,15,0,1,5,1,2,1,0,3,1,1,1,0
846,1,16,0,1,4,5,4,2,0,2,1,1,2,0
847,0,16,0,1,4,3,3,2,0,0,5,1,1,0
848,1,16,0,1,4,4,5,2,0,4,4,1,1,0
849,1,16,0,1,1,3,2,3,1,0,4,1,2,0
850,1,16,0,1,1,3,2,3,1,3,4,1,2,0
851,1,15,0,1,4,4,2,2,0,0,2,3,3,1
852,1,16,1,1,5,4,3,2,0,0,2,2,1,0
853,0,17,0,0,5,5,5,1,0,4,3,5,5,1
854,1,16,0,1,4,3,2,4,0,0,1,1,1,0
855,1,16,0,1,4,4,3,3,0,2,5,1,1,0
856,1,15,0,1,4,3,3,2,0,1,2,1,1,0
857,1,16,1,1,4,2,2,1,0,0,2,4,3,1
858,1,15,0,1,4,2,1,2,0,0,2,1,2,0
859,1,15,0,0,4,4,3,3,0,2,5,2,2,1
860,0,16,0,1,3,4,4,1,0,6,5,3,4,1
861,1,18,1,1,3,4,4,2,1,9,5,2,3,1
862,0,15,0,1,3,2,3,1,0,0,4,1,3,1
863,1,16,0,1,5,3,4,2,0,1,2,1,1,0
864,0,15,0,1,4,3,3,1,0,1,4,1,2,0
865,0,16,1,1,4,3,1,2,0,0,3,1,1,0
866,1,15,1,1,4,5,4,2,0,4,1,1,1,0
867,1,16,0,1,4,4,4,2,1,2,5,2,3,1
868,1,16,1,0,4,3,2,1,0,0,4,1,1,0
869,0,16,0,0,2,4,3,1,0,4,4,2,3,1
870,0,15,0,0,4,2,4,1,0,2,3,3,5,1
871,1,15,0,1,5,3,2,3,0,0,4,1,1,0
872,1,16,1,0,5,4,3,1,0,2,5,1,1,0
873,0,15,0,1,4,3,3,1,0,11,3,2,4,1
874,1,16,0,1,3,4,3,2,3,0,1,1,1,0
875,1,17,0,1,4,5,3,1,0,4,5,1,1,0
876,1,19,1,1,4,4,4,1,1,0,2,1,1,0
877,1,17,1,1,5,5,3,1,0,2,3,1,1,0
878,1,15,1,0,5,2,1,1,0,0,4,1,3,1
879,1,16,0,1,3,4,5,2,0,1,1,1,2,0
880,1,16,0,0,4,3,4,1,0,6,1,1,2,0
881,1,17,0,1,4,3,5,2,0,0,4,1,2,0
882,1,16,0,1,4,4,3,1,1,1,3,1,4,1
883,1,18,1,0,3,3,2,3,2,6,2,1,1,0
884,1,19,1,1,5,3,1,3,1,6,3,1,1,0
885,0,18,0,1,4,4,3,1,1,0,4,3,4,1
886,1,18,1,1,3,2,3,1,1,4,2,1,1,0
887,1,19,1,1,1,1,4,2,1,12,1,4,1,1
888,1,16,1,1,3,3,2,2,0,2,3,1,1,0
889,1,17,0,1,2,4,4,1,0,5,5,3,5,1
890,1,16,0,0,4,4,5,2,0,0,3,1,3,1
891,1,16,1,1,4,5,4,1,0,0,4,1,1,0
892,1,16,1,0,4,4,4,1,0,2,4,2,2,1
893,0,17,0,1,5,4,5,4,1,0,5,3,4,1
894,1,16,0,1,5,3,3,2,0,0,1,1,1,0
895,1,16,1,1,4,2,5,1,0,0,5,1,2,0
896,0,17,1,1,5,3,5,1,1,12,1,5,5,1
897,0,16,0,0,4,2,5,1,0,8,5,1,5,1
898,0,17,0,0,1,3,5,4,1,2,3,3,5,1
899,1,16,0,1,2,2,1,4,0,0,5,1,1,0
900,1,19,1,0,5,4,5,3,0,0,1,1,1,0
901,1,17,1,1,4,4,5,1,0,0,5,1,2,0
902,1,20,1,1,3,3,4,2,1,8,3,2,4,1
903,1,17,1,0,4,3,3,3,0,0,3,1,1,0
904,0,17,0,1,4,4,5,1,1,0,5,1,2,0
905,1,16,0,0,5,3,2,2,0,0,1,1,1,0
906,1,17,0,1,5,3,2,2,0,0,1,1,1,0
907,1,17,1,1,4,4,5,2,0,1,4,1,1,0
908,1,18,1,1,4,3,2,2,1,9,5,1,1,0
909,1,16,0,1,3,1,3,1,0,0,1,1,3,1
910,1,16,0,1,3,1,3,1,0,2,3,1,4,1
911,1,18,0,0,2,3,5,2,0,8,3,1,4,1
912,1,16,1,1,4,3,3,2,0,0,2,2,3,1
913,1,16,0,0,5,4,5,1,0,0,2,1,4,1
914,1,18,0,1,2,3,2,2,1,8,1,1,3,1
915,0,16,0,1,5,2,1,2,0,0,2,1,1,0
916,1,16,0,0,4,3,2,2,0,6,5,1,3,1
917,1,16,0,1,3,3,3,2,0,0,2,1,1,0
918,1,16,1,1,4,3,4,2,0,4,3,1,2,0
919,0,18,1,0,5,5,5,4,0,2,5,5,5,1
920,1,16,0,0,4,2,1,2,0,2,2,1,1,0
921,0,17,0,0,4,4,3,3,0,0,5,1,2,0
922,1,17,1,1,4,2,3,1,0,1,5,1,2,0
923,0,16,0,0,5,1,3,3,0,0,3,2,2,1
924,1,17,0,1,5,1,3,1,0,5,5,1,2,0
925,1,16,0,0,5,1,3,1,0,1,5,1,2,0
926,0,17,0,1,4,1,4,1,0,8,3,5,5,1
927,0,17,1,1,5,1,3,2,0,0,1,3,3,1
