school,gender,age,study time,significant other,free time,social activities,weekday drinker,weekend drinker,health,totaldrinks,drinker,id
GP,M,15,2,yes,4,2,1,1,5,2,0,510
GP,M,16,2,no,4,4,1,2,5,3,0,511
GP,M,15,2,no,4,3,1,1,2,2,0,512
GP,M,16,1,no,4,2,1,1,5,2,0,513
GP,M,17,2,no,2,4,1,4,5,5,1,514
GP,M,15,1,no,4,3,1,2,4,3,0,515
GP,F,15,2,no,2,3,1,2,1,3,0,516
GP,M,15,4,no,5,4,1,2,5,3,0,517
GP,F,16,2,yes,2,2,1,2,5,3,0,518
GP,M,16,1,no,4,4,1,4,5,5,1,519
GP,F,16,2,yes,4,4,1,1,5,2,0,520
GP,M,15,1,no,5,5,3,2,5,5,1,521
GP,F,15,2,yes,3,2,1,1,1,2,0,522
GP,F,19,2,no,4,2,1,1,5,2,0,523
GP,M,16,1,no,5,5,2,5,4,7,1,524
GP,M,16,3,yes,2,3,2,2,1,4,0,525
GP,F,15,3,yes,2,2,2,2,5,4,0,526
GP,F,18,2,yes,4,5,1,3,5,4,0,527
GP,F,17,1,no,2,2,1,2,5,3,0,528
GP,F,15,1,yes,3,3,1,2,4,3,0,529
GP,F,17,1,yes,4,4,1,3,5,4,0,530
GP,F,16,1,no,2,1,1,4,5,5,1,531
GP,M,16,1,no,2,1,1,1,2,2,0,532
GP,F,16,1,no,3,4,1,1,5,2,0,533
GP,M,15,2,yes,3,3,1,1,5,2,0,534
GP,F,15,3,yes,3,3,1,1,5,2,0,535
GP,M,17,2,no,4,5,2,4,5,6,1,536
GP,F,16,2,no,1,3,1,1,3,2,0,537
GP,M,18,1,yes,3,4,4,5,4,9,1,538
GP,F,18,3,yes,3,3,5,1,5,6,1,539
GP,F,16,1,yes,3,3,1,2,1,3,0,540
GP,F,16,1,yes,3,2,1,1,5,2,0,541
GP,M,16,2,yes,4,4,1,3,5,4,0,542
GP,F,15,1,no,3,2,1,1,5,2,0,543
GP,F,15,1,yes,5,5,1,1,1,2,0,544
GP,M,15,4,no,2,2,1,1,3,2,0,545
GP,F,15,2,yes,3,2,2,3,1,5,1,546
GP,M,16,3,no,3,3,1,3,5,4,0,547
GP,M,16,1,no,3,3,2,2,2,4,0,548
GP,F,15,3,no,2,2,1,1,5,2,0,549
GP,F,16,1,no,4,4,3,3,1,6,1,550
GP,M,17,1,no,4,5,1,2,5,3,0,551
GP,F,15,2,no,4,2,1,2,5,3,0,552
GP,F,15,1,yes,4,2,1,1,5,2,0,553
GP,F,15,2,no,3,2,1,1,3,2,0,554
GP,F,15,2,no,3,2,1,1,5,2,0,555
GP,F,15,2,yes,3,4,2,4,1,6,1,556
GP,M,16,1,yes,3,2,2,1,5,3,0,557
GP,M,15,1,no,5,5,2,5,5,7,1,558
GP,M,18,1,yes,3,5,2,5,4,7,1,559
GP,M,16,1,yes,4,4,3,5,5,8,1,560
GP,F,15,3,yes,2,1,2,3,3,5,1,561
GP,M,19,1,yes,5,4,1,1,4,2,0,562
GP,F,17,1,yes,2,1,1,1,4,2,0,563
GP,M,15,2,no,4,4,1,1,1,2,0,564
GP,M,17,1,no,2,2,3,3,5,6,1,565
GP,F,18,1,no,2,5,1,5,4,6,1,566
GP,M,16,1,no,2,2,1,2,3,3,0,567
GP,M,16,2,yes,5,5,4,4,5,8,1,568
GP,M,16,1,no,4,5,3,5,5,8,1,569
GP,M,17,1,yes,3,2,2,2,5,4,0,570
GP,M,17,2,yes,4,4,1,4,3,5,1,571
GP,M,15,1,no,4,4,2,4,5,6,1,572
GP,M,16,1,no,3,3,1,4,2,5,1,573
GP,M,17,2,yes,3,5,1,5,5,6,1,574
GP,M,17,1,no,5,2,1,1,2,2,0,575
GP,M,16,2,no,3,5,2,4,4,6,1,576
GP,F,16,2,yes,2,3,1,1,3,2,0,577
GP,F,16,2,no,1,5,1,1,4,2,0,578
GP,F,16,2,yes,4,2,1,1,3,2,0,579
GP,M,16,1,no,4,5,2,4,2,6,1,580
GP,M,16,2,yes,3,2,1,1,3,2,0,581
GP,M,17,2,no,4,4,1,3,5,4,0,582
GP,F,16,2,yes,3,5,1,1,3,2,0,583
GP,F,16,2,no,4,5,1,1,4,2,0,584
GP,M,17,2,no,4,4,4,4,4,8,1,585
GP,F,16,2,no,4,4,1,4,5,5,1,586
GP,M,17,2,no,3,4,1,4,4,5,1,587
GP,M,16,1,yes,3,3,3,4,3,7,1,588
GP,M,17,2,yes,2,3,1,1,2,2,0,589
GP,M,16,2,no,4,3,2,3,3,5,1,590
GP,M,16,2,yes,2,3,1,2,3,3,0,591
GP,F,17,2,no,4,2,2,3,5,5,1,592
GP,F,17,2,yes,3,3,2,3,1,5,1,593
GP,F,16,2,no,2,2,1,2,1,3,0,594
GP,M,17,2,yes,3,4,2,3,4,5,1,595
GP,M,16,1,yes,3,3,1,2,3,3,0,596
GP,M,16,2,yes,2,3,1,2,5,3,0,597
GP,F,17,2,yes,3,3,1,3,3,4,0,598
GP,M,17,2,no,1,3,1,5,3,6,1,599
GP,F,16,2,no,3,3,1,1,2,2,0,600
GP,F,17,2,no,3,3,1,1,3,2,0,601
GP,M,17,2,no,4,4,4,5,5,9,1,602
GP,M,16,1,no,3,2,3,4,5,7,1,603
GP,M,16,1,no,3,3,1,1,3,2,0,604
GP,F,17,2,yes,3,2,1,1,5,2,0,605
GP,M,17,1,no,2,3,1,2,5,3,0,606
GP,M,16,1,no,3,4,3,5,3,8,1,607
GP,F,17,1,no,2,4,2,3,2,5,1,608
GP,F,16,2,no,5,2,1,2,3,3,0,609
GP,F,16,2,no,3,5,1,5,2,6,1,610
GP,F,16,2,no,4,3,1,3,4,4,0,611
GP,F,17,2,no,4,4,1,3,1,4,0,612
GP,F,17,1,no,3,2,1,2,3,3,0,613
GP,F,16,4,no,3,5,1,1,5,2,0,614
GP,F,17,3,yes,4,3,3,4,5,7,1,615
GP,F,16,2,no,3,3,2,2,4,4,0,616
GP,F,16,2,yes,3,2,1,1,1,2,0,617
GP,F,16,1,no,3,2,1,4,5,5,1,618
GP,F,17,3,yes,4,2,1,1,4,2,0,619
GP,F,19,4,no,3,3,1,2,3,3,0,620
GP,M,17,2,yes,3,5,4,5,3,9,1,621
GP,F,16,2,no,3,4,1,1,4,2,0,622
GP,M,18,2,no,4,4,2,4,5,6,1,623
GP,F,17,1,no,2,1,1,2,3,3,0,624
GP,F,17,2,no,4,4,1,3,1,4,0,625
GP,F,17,2,yes,4,5,2,4,1,6,1,626
GP,M,18,2,no,2,4,2,4,4,6,1,627
GP,F,17,1,no,3,3,1,4,3,5,1,628
GP,F,17,3,no,3,3,1,1,4,2,0,629
GP,F,17,2,no,2,5,1,2,5,3,0,630
GP,F,17,3,yes,3,4,1,1,5,2,0,631
GP,F,16,2,no,3,1,1,1,3,2,0,632
GP,M,18,2,no,3,3,5,5,4,10,1,633
GP,F,16,3,no,3,2,1,1,5,2,0,634
GP,F,18,2,yes,3,3,1,1,4,2,0,635
GP,F,17,2,no,3,4,1,3,3,4,0,636
GP,M,17,2,no,3,3,1,3,3,4,0,637
GP,M,18,2,yes,3,2,4,5,3,9,1,638
GP,F,17,3,yes,2,3,1,2,3,3,0,639
GP,F,17,2,yes,2,3,1,2,3,3,0,640
GP,M,17,2,no,5,2,1,1,1,2,0,641
GP,M,17,2,yes,5,5,1,3,2,4,0,642
GP,M,16,2,no,2,4,2,4,1,6,1,643
GP,M,16,2,no,4,2,1,1,5,2,0,644
GP,M,16,3,yes,3,3,1,3,2,4,0,645
GP,M,17,2,yes,4,2,5,5,4,10,1,646
GP,F,16,1,yes,5,2,1,1,5,2,0,647
GP,F,16,2,yes,3,3,1,2,5,3,0,648
GP,F,18,2,no,3,3,1,1,3,2,0,649
GP,F,18,2,yes,3,1,1,1,5,2,0,650
GP,F,18,1,no,1,1,1,1,3,2,0,651
GP,M,18,1,yes,4,3,2,2,1,4,0,652
GP,M,17,1,no,2,1,1,2,5,3,0,653
GP,F,17,2,no,4,2,1,1,3,2,0,654
GP,F,17,3,yes,3,2,1,2,4,3,0,655
GP,F,16,1,no,3,5,1,2,5,3,0,656
GP,F,17,2,no,1,1,1,1,3,2,0,657
GP,F,17,1,no,5,4,1,1,5,2,0,658
GP,M,18,2,no,5,4,3,5,2,8,1,659
GP,F,17,1,no,1,2,1,1,1,2,0,660
GP,F,17,3,no,3,3,1,3,5,4,0,661
GP,F,17,2,no,3,2,1,1,4,2,0,662
GP,M,17,2,yes,5,5,1,4,5,5,1,663
GP,M,17,2,no,3,3,2,3,4,5,1,664
GP,M,16,1,no,4,5,1,1,3,2,0,665
GP,M,16,1,no,3,2,1,2,5,3,0,666
GP,F,17,2,yes,3,1,1,4,5,5,1,667
GP,M,17,3,yes,3,3,1,1,1,2,0,668
GP,F,17,3,yes,2,2,2,3,5,5,1,669
GP,F,17,2,yes,3,2,1,1,4,2,0,670
GP,F,18,3,yes,4,4,1,1,3,2,0,671
GP,M,16,1,no,3,3,1,1,4,2,0,672
GP,F,17,2,no,3,4,1,2,5,3,0,673
GP,M,17,1,no,2,2,1,1,2,2,0,674
GP,M,22,1,yes,4,5,5,5,1,10,1,675
GP,M,18,2,yes,3,3,1,3,5,4,0,676
GP,M,16,1,no,3,2,2,4,5,6,1,677
GP,M,18,1,no,4,5,2,4,5,6,1,678
GP,M,16,2,no,3,3,1,3,2,4,0,679
GP,M,18,1,no,2,5,2,5,5,7,1,680
GP,M,16,1,no,3,2,1,3,3,4,0,681
GP,M,17,1,no,4,2,2,4,5,6,1,682
GP,M,17,1,no,4,4,1,2,5,3,0,683
GP,F,18,2,yes,3,4,1,3,5,4,0,684
GP,F,17,4,no,2,3,1,1,4,2,0,685
GP,F,19,2,no,3,3,1,1,5,2,0,686
GP,M,18,2,no,4,5,4,4,5,8,1,687
GP,F,17,3,no,3,4,1,3,5,4,0,688
GP,F,18,3,no,4,3,2,3,3,5,1,689
GP,F,18,2,no,2,3,1,1,5,2,0,690
GP,M,19,2,no,3,1,1,1,1,2,0,691
GP,M,18,2,no,2,4,1,2,4,3,0,692
GP,M,17,1,no,2,2,1,1,4,2,0,693
GP,F,17,4,yes,4,1,1,1,2,2,0,694
GP,F,20,2,yes,2,3,1,2,2,3,0,695
GP,F,18,2,yes,1,2,1,3,2,4,0,696
GP,M,18,2,no,3,2,1,1,3,2,0,697
GP,M,18,3,no,3,2,1,1,3,2,0,698
GP,F,17,3,no,2,3,1,1,4,2,0,699
GP,F,18,3,yes,3,3,1,1,3,2,0,700
GP,M,17,1,no,4,4,2,3,4,5,1,701
GP,M,18,2,no,2,5,3,4,1,7,1,702
GP,M,17,2,yes,4,4,3,4,5,7,1,703
GP,F,18,2,no,3,4,2,2,4,4,0,704
GP,M,18,2,yes,4,5,1,3,5,4,0,705
GP,F,18,2,yes,3,5,1,2,3,3,0,706
GP,F,19,2,no,3,5,3,3,5,6,1,707
GP,F,18,4,yes,5,5,1,3,2,4,0,708
GP,F,18,2,no,4,3,1,1,3,2,0,709
GP,M,17,2,yes,5,2,2,2,1,4,0,710
GP,F,18,2,yes,2,5,1,2,1,3,0,711
GP,F,17,2,yes,3,3,1,1,1,2,0,712
GP,F,17,2,yes,4,4,2,3,5,5,1,713
GP,F,18,2,yes,1,1,1,1,5,2,0,714
GP,M,18,1,no,2,4,1,4,3,5,1,715
GP,F,18,2,yes,4,4,1,1,4,2,0,716
GP,F,17,3,yes,2,3,1,1,1,2,0,717
GP,F,19,2,no,3,3,4,3,3,7,1,718
GP,M,18,1,no,2,3,1,2,1,3,0,719
GP,M,18,1,no,4,4,2,4,4,6,1,720
GP,M,17,1,yes,5,4,2,4,5,6,1,721
GP,M,17,1,no,4,4,3,4,3,7,1,722
GP,F,18,4,no,2,2,1,1,3,2,0,723
GP,F,18,2,no,4,4,1,1,4,2,0,724
GP,F,17,2,no,4,5,1,2,5,3,0,725
GP,F,18,2,yes,3,1,1,1,5,2,0,726
GP,M,17,2,no,3,3,1,2,4,3,0,727
GP,F,18,3,no,3,3,1,2,2,3,0,728
GP,F,17,3,no,3,3,1,1,3,2,0,729
GP,M,18,3,no,2,4,1,3,2,4,0,730
GP,M,18,2,no,4,3,1,1,2,2,0,731
GP,M,18,2,yes,3,2,1,4,5,5,1,732
GP,F,17,3,no,2,2,1,2,3,3,0,733
GP,F,17,4,no,1,2,1,1,3,2,0,734
GP,M,18,3,no,4,2,1,1,4,2,0,735
GP,M,17,1,no,4,3,1,3,5,4,0,736
GP,F,19,2,no,3,4,2,3,2,5,1,737
GP,F,18,2,yes,4,5,1,2,2,3,0,738
GP,F,18,4,no,3,3,1,1,3,2,0,739
GP,M,18,1,yes,4,2,2,2,1,4,0,740
GP,F,18,2,yes,2,4,1,1,4,2,0,741
GP,M,17,1,no,1,1,2,2,5,4,0,742
GP,F,17,3,no,3,4,1,1,5,2,0,743
GP,F,17,3,no,3,3,1,1,3,2,0,744
GP,F,17,4,no,2,2,1,2,5,3,0,745
GP,M,19,3,yes,3,1,1,1,5,2,0,746
GP,M,20,1,no,5,3,1,1,5,2,0,747
GP,M,19,2,yes,5,3,1,2,5,3,0,748
GP,F,18,2,yes,4,4,1,2,5,3,0,749
GP,F,18,2,no,3,3,1,2,1,3,0,750
GP,F,17,2,yes,2,1,1,1,3,2,0,751
GP,F,17,1,no,4,4,1,1,5,2,0,752
GP,F,18,3,yes,3,4,1,1,5,2,0,753
GP,F,18,1,no,2,4,1,4,1,5,1,754
GP,F,17,3,no,3,4,2,5,5,7,1,755
GP,F,18,2,no,1,4,1,1,3,2,0,756
GP,M,19,2,yes,4,4,1,1,1,2,0,757
GP,F,18,2,no,4,4,3,3,5,6,1,758
GP,F,18,1,yes,4,4,1,1,1,2,0,759
GP,F,17,1,no,3,4,1,2,5,3,0,760
GP,F,17,2,yes,2,2,1,2,5,3,0,761
GP,F,17,2,no,3,3,1,1,5,2,0,762
GP,F,17,2,no,2,3,2,2,2,4,0,763
GP,M,18,1,no,2,5,3,4,5,7,1,764
GP,F,19,3,yes,5,5,4,3,5,7,1,765
GP,F,19,2,yes,3,4,1,1,4,2,0,766
GP,F,18,1,yes,3,5,2,4,5,6,1,767
GP,F,17,2,yes,2,2,1,1,3,2,0,768
GP,F,17,3,no,3,2,2,2,3,4,0,769
GP,F,17,3,no,4,3,2,3,5,5,1,770
GP,F,17,3,no,3,3,2,3,2,5,1,771
GP,F,18,3,no,5,5,1,2,2,3,0,772
GP,M,18,3,no,3,3,2,2,3,4,0,773
GP,M,17,1,no,3,5,3,5,5,8,1,774
GP,M,17,1,no,4,5,5,5,4,10,1,775
GP,F,17,3,no,4,4,1,3,4,4,0,776
GP,F,17,3,yes,3,3,1,2,4,3,0,777
GP,F,17,1,no,2,5,2,5,5,7,1,778
GP,M,18,4,no,5,5,2,4,5,6,1,779
GP,M,19,1,yes,3,4,2,2,5,4,0,780
GP,F,18,2,yes,2,5,1,1,2,2,0,781
GP,F,17,3,yes,4,3,1,1,5,2,0,782
GP,M,18,1,no,4,2,1,2,5,3,0,783
GP,F,18,2,no,3,4,1,1,4,2,0,784
GP,F,18,2,yes,3,3,1,1,2,2,0,785
GP,F,18,4,no,4,4,1,1,4,2,0,786
GP,F,17,3,no,4,5,1,3,5,4,0,787
GP,F,17,2,yes,3,2,2,3,2,5,1,788
GP,F,18,4,no,3,3,1,1,1,2,0,789
GP,F,17,2,no,3,3,2,3,2,5,1,790
GP,M,18,2,no,3,3,2,2,2,4,0,791
GP,M,18,2,yes,3,3,1,3,5,4,0,792
GP,F,17,2,yes,3,1,1,2,4,3,0,793
GP,F,18,3,no,3,3,1,2,3,3,0,794
GP,F,18,3,yes,4,3,2,3,1,5,1,795
GP,M,18,3,yes,3,2,1,2,4,3,0,796
GP,M,18,3,yes,4,5,2,3,5,5,1,797
GP,F,17,3,yes,4,3,1,3,4,4,0,798
GP,F,17,2,yes,3,4,2,2,1,4,0,799
GP,F,17,2,no,3,5,2,4,4,6,1,800
GP,F,19,1,no,2,3,3,4,5,7,1,801
GP,F,17,1,yes,1,2,1,1,3,2,0,802
GP,F,21,3,no,3,2,1,1,5,2,0,803
GP,M,18,2,no,4,4,1,3,3,4,0,804
GP,M,18,2,yes,3,5,1,4,2,5,1,805
GP,F,17,2,no,3,4,1,3,4,4,0,806
GP,M,17,3,no,4,2,1,2,4,3,0,807
GP,F,18,2,no,2,2,1,1,3,2,0,808
GP,M,21,2,yes,3,3,5,2,4,7,1,809
GP,F,20,3,yes,2,2,1,3,3,4,0,810
GP,F,19,1,yes,2,5,4,4,5,8,1,811
GP,M,17,2,no,4,4,1,2,5,3,0,812
GP,F,18,3,yes,3,4,1,2,2,3,0,813
GP,M,18,1,no,1,3,4,5,4,9,1,814
GP,M,19,1,no,3,4,1,4,4,5,1,815
GP,F,18,2,no,1,4,1,3,4,4,0,816
GP,F,20,1,yes,3,1,1,1,5,2,0,817
GP,F,18,2,yes,1,2,1,2,1,3,0,818
MS,F,16,1,yes,3,3,1,3,5,4,0,819
MS,F,16,2,no,4,4,1,1,5,2,0,820
MS,F,15,1,yes,1,3,1,1,2,2,0,821
MS,F,15,1,no,4,4,2,3,5,5,1,822
MS,F,16,2,no,5,2,1,2,5,3,0,823
MS,F,15,1,no,3,4,1,1,1,2,0,824
MS,M,16,2,no,3,2,1,3,2,4,0,825
MS,M,16,3,no,4,3,1,1,5,2,0,826
MS,F,17,2,yes,5,4,1,2,5,3,0,827
MS,F,17,1,no,4,4,2,2,5,4,0,828
MS,F,15,1,yes,5,1,3,5,5,8,1,829
MS,F,16,4,yes,2,1,1,1,1,2,0,830
MS,F,15,2,no,4,3,1,2,4,3,0,831
MS,F,15,1,yes,4,3,1,2,2,3,0,832
MS,F,16,1,no,2,3,1,2,2,3,0,833
MS,F,17,1,no,5,5,1,3,3,4,0,834
MS,F,15,1,no,1,3,1,1,4,2,0,835
MS,M,16,2,yes,4,5,4,5,3,9,1,836
MS,M,17,2,no,4,3,2,4,5,6,1,837
MS,M,15,2,no,3,4,1,2,2,3,0,838
MS,M,15,2,no,3,4,1,2,2,3,0,839
MS,M,16,2,no,4,5,1,2,5,3,0,840
MS,M,15,2,yes,4,5,2,4,4,6,1,841
MS,M,15,2,no,3,3,1,1,5,2,0,842
MS,M,17,1,yes,5,5,5,5,3,10,1,843
MS,F,16,3,yes,2,2,1,1,4,2,0,844
MS,F,15,1,no,1,2,1,1,1,2,0,845
MS,F,16,2,no,5,4,1,2,1,3,0,846
MS,M,16,2,no,3,3,1,1,5,2,0,847
MS,F,16,2,no,4,5,1,1,4,2,0,848
MS,F,16,3,no,3,2,1,2,4,3,0,849
MS,F,16,3,no,3,2,1,2,4,3,0,850
MS,F,15,2,no,4,2,3,3,2,6,1,851
MS,F,16,2,yes,4,3,2,1,2,3,0,852
MS,M,17,1,no,5,5,5,5,3,10,1,853
MS,F,16,4,no,3,2,1,1,1,2,0,854
MS,F,16,3,no,4,3,1,1,5,2,0,855
MS,F,15,2,no,3,3,1,1,2,2,0,856
MS,F,16,1,yes,2,2,4,3,2,7,1,857
MS,F,15,2,no,2,1,1,2,2,3,0,858
MS,F,15,3,no,4,3,2,2,5,4,0,859
MS,M,16,1,no,4,4,3,4,5,7,1,860
MS,F,18,2,yes,4,4,2,3,5,5,1,861
MS,M,15,1,no,2,3,1,3,4,4,0,862
MS,F,16,2,no,3,4,1,1,2,2,0,863
MS,M,15,1,no,3,3,1,2,4,3,0,864
MS,M,16,2,yes,3,1,1,1,3,2,0,865
MS,F,15,2,yes,5,4,1,1,1,2,0,866
MS,F,16,2,no,4,4,2,3,5,5,1,867
MS,F,16,1,yes,3,2,1,1,4,2,0,868
MS,M,16,1,no,4,3,2,3,4,5,1,869
MS,M,15,1,no,2,4,3,5,3,8,1,870
MS,F,15,3,no,3,2,1,1,4,2,0,871
MS,F,16,1,yes,4,3,1,1,5,2,0,872
MS,M,15,1,no,3,3,2,4,3,6,1,873
MS,F,16,2,no,4,3,1,1,1,2,0,874
MS,F,17,1,no,5,3,1,1,5,2,0,875
MS,F,19,1,yes,4,4,1,1,2,2,0,876
MS,F,17,1,yes,5,3,1,1,3,2,0,877
MS,F,15,1,yes,2,1,1,3,4,4,0,878
MS,F,16,2,no,4,5,1,2,1,3,0,879
MS,F,16,1,no,3,4,1,2,1,3,0,880
MS,F,17,2,no,3,5,1,2,4,3,0,881
MS,F,16,1,no,4,3,1,4,3,5,1,882
MS,F,18,3,yes,3,2,1,1,2,2,0,883
MS,F,19,3,yes,3,1,1,1,3,2,0,884
MS,M,18,1,no,4,3,3,4,4,7,1,885
MS,F,18,1,yes,2,3,1,1,2,2,0,886
MS,F,19,2,yes,1,4,4,1,1,5,1,887
MS,F,16,2,yes,3,2,1,1,3,2,0,888
MS,F,17,1,no,4,4,3,5,5,8,1,889
MS,F,16,2,no,4,5,1,3,3,4,0,890
MS,F,16,1,yes,5,4,1,1,4,2,0,891
MS,F,16,1,yes,4,4,2,2,4,4,0,892
MS,M,17,4,no,4,5,3,4,5,7,1,893
MS,F,16,2,no,3,3,1,1,1,2,0,894
MS,F,16,1,yes,2,5,1,2,5,3,0,895
MS,M,17,1,yes,3,5,5,5,1,10,1,896
MS,M,16,1,no,2,5,1,5,5,6,1,897
MS,M,17,4,no,3,5,3,5,3,8,1,898
MS,F,16,4,no,2,1,1,1,5,2,0,899
MS,F,19,3,yes,4,5,1,1,1,2,0,900
MS,F,17,1,yes,4,5,1,2,5,3,0,901
MS,F,20,2,yes,3,4,2,4,3,6,1,902
MS,F,17,3,yes,3,3,1,1,3,2,0,903
MS,M,17,1,no,4,5,1,2,5,3,0,904
MS,F,16,2,no,3,2,1,1,1,2,0,905
MS,F,17,2,no,3,2,1,1,1,2,0,906
MS,F,17,2,yes,4,5,1,1,4,2,0,907
MS,F,18,2,yes,3,2,1,1,5,2,0,908
MS,F,16,1,no,1,3,1,3,1,4,0,909
MS,F,16,1,no,1,3,1,4,3,5,1,910
MS,F,18,2,no,3,5,1,4,3,5,1,911
MS,F,16,2,yes,3,3,2,3,2,5,1,912
MS,F,16,1,no,4,5,1,4,2,5,1,913
MS,F,18,2,no,3,2,1,3,1,4,0,914
MS,M,16,2,no,2,1,1,1,2,2,0,915
MS,F,16,2,no,3,2,1,3,5,4,0,916
MS,F,16,2,no,3,3,1,1,2,2,0,917
MS,F,16,2,yes,3,4,1,2,3,3,0,918
MS,M,18,4,yes,5,5,5,5,5,10,1,919
MS,F,16,2,no,2,1,1,1,2,2,0,920
MS,M,17,3,no,4,3,1,2,5,3,0,921
MS,F,17,1,yes,2,3,1,2,5,3,0,922
MS,M,16,3,no,1,3,2,2,3,4,0,923
MS,F,17,1,no,1,3,1,2,5,3,0,924
MS,F,16,1,no,1,3,1,2,5,3,0,925
MS,M,17,1,no,1,4,5,5,3,10,1,926
MS,M,17,2,yes,1,3,3,3,1,6,1,927
MS,M,16,2,yes,2,2,1,4,5,5,1,928
MS,F,16,2,yes,2,2,1,1,3,2,0,929
MS,M,16,1,no,1,2,2,5,5,7,1,930
MS,M,15,2,no,5,5,1,3,5,4,0,931
MS,M,15,4,no,4,5,2,3,5,5,1,932
MS,M,15,1,no,3,3,1,2,5,3,0,933
MS,F,16,3,yes,3,3,2,2,5,4,0,934
MS,F,16,2,no,2,4,2,2,1,4,0,935
MS,F,17,1,yes,3,3,2,2,1,4,0,936
MS,F,17,2,no,1,3,1,1,5,2,0,937
MS,F,16,3,yes,3,5,1,4,5,5,1,938
MS,M,17,1,yes,3,3,1,3,5,4,0,939
MS,M,17,1,yes,1,2,3,3,5,6,1,940
MS,M,17,2,yes,4,4,3,4,5,7,1,941
MS,F,17,2,no,2,5,1,1,5,2,0,942
MS,M,16,1,no,1,2,2,1,2,3,0,943
MS,F,17,2,yes,5,5,1,2,3,3,0,944
MS,F,17,2,no,3,3,2,3,5,5,1,945
MS,M,16,2,yes,1,2,2,2,5,4,0,946
MS,M,17,2,no,1,2,2,2,1,4,0,947
MS,M,19,2,no,4,3,3,4,4,7,1,948
MS,M,17,1,yes,1,2,1,1,5,2,0,949
MS,F,17,1,yes,5,5,2,2,4,4,0,950
MS,F,16,3,yes,3,4,1,1,3,2,0,951
MS,M,16,1,no,4,4,2,4,5,6,1,952
MS,F,17,2,yes,4,4,1,1,5,2,0,953
MS,M,17,1,yes,5,5,3,5,5,8,1,954
MS,M,18,1,no,3,2,1,1,4,2,0,955
MS,M,17,1,yes,5,5,1,3,2,4,0,956
MS,M,18,2,no,3,3,1,4,5,5,1,957
MS,F,16,2,yes,4,3,1,1,1,2,0,958
MS,M,17,1,yes,2,1,2,3,5,5,1,959
MS,M,16,1,no,5,5,2,3,5,5,1,960
MS,M,16,1,no,5,5,2,4,5,6,1,961
MS,M,18,1,yes,3,3,2,3,5,5,1,962
MS,M,18,1,no,3,1,2,2,5,4,0,963
MS,M,19,1,no,2,1,1,1,3,2,0,964
MS,M,18,2,no,4,5,1,3,3,4,0,965
MS,M,16,1,yes,4,3,2,4,4,6,1,966
MS,M,19,1,yes,4,3,1,3,5,4,0,967
MS,F,16,2,yes,5,5,1,1,1,2,0,968
MS,F,17,1,no,3,2,1,2,5,3,0,969
MS,M,20,1,yes,4,3,2,4,4,6,1,970
MS,F,18,1,no,4,4,3,4,2,7,1,971
MS,M,18,1,no,5,5,5,5,5,10,1,972
MS,M,19,2,no,4,4,3,3,2,6,1,973
MS,M,17,2,no,5,4,2,3,3,5,1,974
MS,M,18,1,yes,3,3,2,3,3,5,1,975
MS,M,19,1,no,4,4,3,3,5,6,1,976
MS,F,18,2,no,3,3,1,1,5,2,0,977
MS,F,19,1,no,4,4,1,1,5,2,0,978
MS,F,18,1,yes,5,5,1,1,3,2,0,979
MS,F,17,1,no,4,3,1,1,5,2,0,980
MS,F,17,3,no,2,3,2,2,3,4,0,981
MS,F,17,2,no,5,5,1,3,5,4,0,982
MS,F,18,2,no,3,3,1,2,4,3,0,983
MS,F,17,1,yes,2,2,1,1,5,2,0,984
MS,F,17,1,no,5,1,1,1,3,2,0,985
MS,F,18,2,yes,4,4,2,2,5,4,0,986
MS,F,18,2,no,3,5,1,1,1,2,0,987
MS,F,17,1,no,4,3,1,1,4,2,0,988
MS,F,18,2,no,4,3,1,2,4,3,0,989
MS,F,18,2,no,3,5,1,2,1,3,0,990
MS,M,18,1,no,4,5,1,1,5,2,0,991
MS,F,17,2,no,3,3,1,2,4,3,0,992
MS,F,18,2,yes,3,3,1,1,4,2,0,993
MS,M,18,1,no,1,4,5,5,1,10,1,994
MS,M,18,1,yes,5,5,1,1,1,2,0,995
MS,M,17,1,no,2,3,3,4,4,7,1,996
MS,F,18,2,yes,3,1,1,1,2,2,0,997
MS,F,18,3,yes,4,5,1,4,3,5,1,998
MS,F,18,2,yes,3,1,1,1,5,2,0,999
MS,F,18,2,no,4,2,1,2,2,3,0,1000
MS,F,19,1,no,5,5,2,3,2,5,1,1001
MS,F,17,4,yes,2,3,3,1,5,4,0,1002
MS,F,17,2,yes,3,3,1,2,2,3,0,1003
MS,F,18,2,yes,2,3,1,2,3,3,0,1004
MS,F,18,2,no,1,1,1,1,4,2,0,1005
MS,F,19,2,yes,5,4,1,4,1,5,1,1006
MS,F,18,3,yes,2,1,1,1,4,2,0,1007
MS,M,17,2,yes,5,5,1,3,2,4,0,1008
MS,F,18,2,yes,3,4,1,1,5,2,0,1009
MS,F,17,2,no,3,3,1,2,5,3,0,1010
MS,F,17,2,yes,2,3,1,2,5,3,0,1011
MS,M,18,1,yes,3,2,1,2,3,3,0,1012
MS,F,18,3,no,3,2,1,1,4,2,0,1013
MS,F,18,2,yes,3,4,1,4,5,5,1,1014
MS,F,18,2,yes,3,2,1,3,3,4,0,1015
MS,F,17,2,yes,3,4,1,1,1,2,0,1016
MS,F,17,2,no,2,2,1,2,3,3,0,1017
