id,school,gender,age,study time,significant other,free time,social activities,weekday drinker,weekend drinker,totaldrinks,drinker,health
535,0,1,15,3,1,3,3,1,1,2,0,5
536,0,0,17,2,0,4,5,2,4,6,1,5
537,0,1,16,2,0,1,3,1,1,2,0,3
538,0,0,18,1,1,3,4,4,5,9,1,4
539,0,1,18,3,1,3,3,5,1,6,1,5
540,0,1,16,1,1,3,3,1,2,3,0,1
541,0,1,16,1,1,3,2,1,1,2,0,5
542,0,0,16,2,1,4,4,1,3,4,0,5
543,0,1,15,1,0,3,2,1,1,2,0,5
544,0,1,15,1,1,5,5,1,1,2,0,1
545,0,0,15,4,0,2,2,1,1,2,0,3
546,0,1,15,2,1,3,2,2,3,5,1,1
547,0,0,16,3,0,3,3,1,3,4,0,5
548,0,0,16,1,0,3,3,2,2,4,0,2
549,0,1,15,3,0,2,2,1,1,2,0,5
550,0,1,16,1,0,4,4,3,3,6,1,1
551,0,0,17,1,0,4,5,1,2,3,0,5
552,0,1,15,2,0,4,2,1,2,3,0,5
553,0,1,15,1,1,4,2,1,1,2,0,5
554,0,1,15,2,0,3,2,1,1,2,0,3
555,0,1,15,2,0,3,2,1,1,2,0,5
556,0,1,15,2,1,3,4,2,4,6,1,1
557,0,0,16,1,1,3,2,2,1,3,0,5
558,0,0,15,1,0,5,5,2,5,7,1,5
559,0,0,18,1,1,3,5,2,5,7,1,4
560,0,0,16,1,1,4,4,3,5,8,1,5
561,0,1,15,3,1,2,1,2,3,5,1,3
562,0,0,19,1,1,5,4,1,1,2,0,4
563,0,1,17,1,1,2,1,1,1,2,0,4
564,0,0,15,2,0,4,4,1,1,2,0,1
565,0,0,17,1,0,2,2,3,3,6,1,5
566,0,1,18,1,0,2,5,1,5,6,1,4
567,0,0,16,1,0,2,2,1,2,3,0,3
568,0,0,16,2,1,5,5,4,4,8,1,5
569,0,0,16,1,0,4,5,3,5,8,1,5
570,0,0,17,1,1,3,2,2,2,4,0,5
571,0,0,17,2,1,4,4,1,4,5,1,3
572,0,0,15,1,0,4,4,2,4,6,1,5
573,0,0,16,1,0,3,3,1,4,5,1,2
574,0,0,17,2,1,3,5,1,5,6,1,5
575,0,0,17,1,0,5,2,1,1,2,0,2
576,0,0,16,2,0,3,5,2,4,6,1,4
577,0,1,16,2,1,2,3,1,1,2,0,3
578,0,1,16,2,0,1,5,1,1,2,0,4
579,0,1,16,2,1,4,2,1,1,2,0,3
580,0,0,16,1,0,4,5,2,4,6,1,2
581,0,0,16,2,1,3,2,1,1,2,0,3
582,0,0,17,2,0,4,4,1,3,4,0,5
583,0,1,16,2,1,3,5,1,1,2,0,3
584,0,1,16,2,0,4,5,1,1,2,0,4
585,0,0,17,2,0,4,4,4,4,8,1,4
586,0,1,16,2,0,4,4,1,4,5,1,5
587,0,0,17,2,0,3,4,1,4,5,1,4
588,0,0,16,1,1,3,3,3,4,7,1,3
589,0,0,17,2,1,2,3,1,1,2,0,2
590,0,0,16,2,0,4,3,2,3,5,1,3
591,0,0,16,2,1,2,3,1,2,3,0,3
592,0,1,17,2,0,4,2,2,3,5,1,5
593,0,1,17,2,1,3,3,2,3,5,1,1
594,0,1,16,2,0,2,2,1,2,3,0,1
595,0,0,17,2,1,3,4,2,3,5,1,4
596,0,0,16,1,1,3,3,1,2,3,0,3
597,0,0,16,2,1,2,3,1,2,3,0,5
598,0,1,17,2,1,3,3,1,3,4,0,3
599,0,0,17,2,0,1,3,1,5,6,1,3
600,0,1,16,2,0,3,3,1,1,2,0,2
601,0,1,17,2,0,3,3,1,1,2,0,3
602,0,0,17,2,0,4,4,4,5,9,1,5
603,0,0,16,1,0,3,2,3,4,7,1,5
604,0,0,16,1,0,3,3,1,1,2,0,3
605,0,1,17,2,1,3,2,1,1,2,0,5
606,0,0,17,1,0,2,3,1,2,3,0,5
607,0,0,16,1,0,3,4,3,5,8,1,3
608,0,1,17,1,0,2,4,2,3,5,1,2
609,0,1,16,2,0,5,2,1,2,3,0,3
610,0,1,16,2,0,3,5,1,5,6,1,2
611,0,1,16,2,0,4,3,1,3,4,0,4
612,0,1,17,2,0,4,4,1,3,4,0,1
613,0,1,17,1,0,3,2,1,2,3,0,3
614,0,1,16,4,0,3,5,1,1,2,0,5
615,0,1,17,3,1,4,3,3,4,7,1,5
616,0,1,16,2,0,3,3,2,2,4,0,4
617,0,1,16,2,1,3,2,1,1,2,0,1
618,0,1,16,1,0,3,2,1,4,5,1,5
619,0,1,17,3,1,4,2,1,1,2,0,4
620,0,1,19,4,0,3,3,1,2,3,0,3
621,0,0,17,2,1,3,5,4,5,9,1,3
622,0,1,16,2,0,3,4,1,1,2,0,4
623,0,0,18,2,0,4,4,2,4,6,1,5
624,0,1,17,1,0,2,1,1,2,3,0,3
625,0,1,17,2,0,4,4,1,3,4,0,1
626,0,1,17,2,1,4,5,2,4,6,1,1
627,0,0,18,2,0,2,4,2,4,6,1,4
628,0,1,17,1,0,3,3,1,4,5,1,3
629,0,1,17,3,0,3,3,1,1,2,0,4
630,0,1,17,2,0,2,5,1,2,3,0,5
631,0,1,17,3,1,3,4,1,1,2,0,5
632,0,1,16,2,0,3,1,1,1,2,0,3
633,0,0,18,2,0,3,3,5,5,10,1,4
634,0,1,16,3,0,3,2,1,1,2,0,5
635,0,1,18,2,1,3,3,1,1,2,0,4
636,0,1,17,2,0,3,4,1,3,4,0,3
637,0,0,17,2,0,3,3,1,3,4,0,3
638,0,0,18,2,1,3,2,4,5,9,1,3
639,0,1,17,3,1,2,3,1,2,3,0,3
640,0,1,17,2,1,2,3,1,2,3,0,3
641,0,0,17,2,0,5,2,1,1,2,0,1
642,0,0,17,2,1,5,5,1,3,4,0,2
643,0,0,16,2,0,2,4,2,4,6,1,1
644,0,0,16,2,0,4,2,1,1,2,0,5
645,0,0,16,3,1,3,3,1,3,4,0,2
646,0,0,17,2,1,4,2,5,5,10,1,4
647,0,1,16,1,1,5,2,1,1,2,0,5
648,0,1,16,2,1,3,3,1,2,3,0,5
649,0,1,18,2,0,3,3,1,1,2,0,3
650,0,1,18,2,1,3,1,1,1,2,0,5
651,0,1,18,1,0,1,1,1,1,2,0,3
652,0,0,18,1,1,4,3,2,2,4,0,1
653,0,0,17,1,0,2,1,1,2,3,0,5
654,0,1,17,2,0,4,2,1,1,2,0,3
655,0,1,17,3,1,3,2,1,2,3,0,4
656,0,1,16,1,0,3,5,1,2,3,0,5
657,0,1,17,2,0,1,1,1,1,2,0,3
658,0,1,17,1,0,5,4,1,1,2,0,5
659,0,0,18,2,0,5,4,3,5,8,1,2
660,0,1,17,1,0,1,2,1,1,2,0,1
661,0,1,17,3,0,3,3,1,3,4,0,5
662,0,1,17,2,0,3,2,1,1,2,0,4
663,0,0,17,2,1,5,5,1,4,5,1,5
664,0,0,17,2,0,3,3,2,3,5,1,4
665,0,0,16,1,0,4,5,1,1,2,0,3
666,0,0,16,1,0,3,2,1,2,3,0,5
667,0,1,17,2,1,3,1,1,4,5,1,5
668,0,0,17,3,1,3,3,1,1,2,0,1
669,0,1,17,3,1,2,2,2,3,5,1,5
670,0,1,17,2,1,3,2,1,1,2,0,4
671,0,1,18,3,1,4,4,1,1,2,0,3
672,0,0,16,1,0,3,3,1,1,2,0,4
673,0,1,17,2,0,3,4,1,2,3,0,5
674,0,0,17,1,0,2,2,1,1,2,0,2
675,0,0,22,1,1,4,5,5,5,10,1,1
676,0,0,18,2,1,3,3,1,3,4,0,5
677,0,0,16,1,0,3,2,2,4,6,1,5
678,0,0,18,1,0,4,5,2,4,6,1,5
679,0,0,16,2,0,3,3,1,3,4,0,2
680,0,0,18,1,0,2,5,2,5,7,1,5
681,0,0,16,1,0,3,2,1,3,4,0,3
682,0,0,17,1,0,4,2,2,4,6,1,5
683,0,0,17,1,0,4,4,1,2,3,0,5
684,0,1,18,2,1,3,4,1,3,4,0,5
685,0,1,17,4,0,2,3,1,1,2,0,4
686,0,1,19,2,0,3,3,1,1,2,0,5
687,0,0,18,2,0,4,5,4,4,8,1,5
688,0,1,17,3,0,3,4,1,3,4,0,5
689,0,1,18,3,0,4,3,2,3,5,1,3
690,0,1,18,2,0,2,3,1,1,2,0,5
691,0,0,19,2,0,3,1,1,1,2,0,1
692,0,0,18,2,0,2,4,1,2,3,0,4
693,0,0,17,1,0,2,2,1,1,2,0,4
694,0,1,17,4,1,4,1,1,1,2,0,2
695,0,1,20,2,1,2,3,1,2,3,0,2
696,0,1,18,2,1,1,2,1,3,4,0,2
697,0,0,18,2,0,3,2,1,1,2,0,3
698,0,0,18,3,0,3,2,1,1,2,0,3
699,0,1,17,3,0,2,3,1,1,2,0,4
700,0,1,18,3,1,3,3,1,1,2,0,3
701,0,0,17,1,0,4,4,2,3,5,1,4
702,0,0,18,2,0,2,5,3,4,7,1,1
703,0,0,17,2,1,4,4,3,4,7,1,5
704,0,1,18,2,0,3,4,2,2,4,0,4
705,0,0,18,2,1,4,5,1,3,4,0,5
706,0,1,18,2,1,3,5,1,2,3,0,3
707,0,1,19,2,0,3,5,3,3,6,1,5
708,0,1,18,4,1,5,5,1,3,4,0,2
709,0,1,18,2,0,4,3,1,1,2,0,3
710,0,0,17,2,1,5,2,2,2,4,0,1
711,0,1,18,2,1,2,5,1,2,3,0,1
712,0,1,17,2,1,3,3,1,1,2,0,1
713,0,1,17,2,1,4,4,2,3,5,1,5
714,0,1,18,2,1,1,1,1,1,2,0,5
715,0,0,18,1,0,2,4,1,4,5,1,3
716,0,1,18,2,1,4,4,1,1,2,0,4
717,0,1,17,3,1,2,3,1,1,2,0,1
718,0,1,19,2,0,3,3,4,3,7,1,3
719,0,0,18,1,0,2,3,1,2,3,0,1
720,0,0,18,1,0,4,4,2,4,6,1,4
721,0,0,17,1,1,5,4,2,4,6,1,5
722,0,0,17,1,0,4,4,3,4,7,1,3
723,0,1,18,4,0,2,2,1,1,2,0,3
724,0,1,18,2,0,4,4,1,1,2,0,4
725,0,1,17,2,0,4,5,1,2,3,0,5
726,0,1,18,2,1,3,1,1,1,2,0,5
727,0,0,17,2,0,3,3,1,2,3,0,4
728,0,1,18,3,0,3,3,1,2,3,0,2
729,0,1,17,3,0,3,3,1,1,2,0,3
730,0,0,18,3,0,2,4,1,3,4,0,2
731,0,0,18,2,0,4,3,1,1,2,0,2
732,0,0,18,2,1,3,2,1,4,5,1,5
733,0,1,17,3,0,2,2,1,2,3,0,3
734,0,1,17,4,0,1,2,1,1,2,0,3
735,0,0,18,3,0,4,2,1,1,2,0,4
736,0,0,17,1,0,4,3,1,3,4,0,5
737,0,1,19,2,0,3,4,2,3,5,1,2
738,0,1,18,2,1,4,5,1,2,3,0,2
739,0,1,18,4,0,3,3,1,1,2,0,3
740,0,0,18,1,1,4,2,2,2,4,0,1
741,0,1,18,2,1,2,4,1,1,2,0,4
742,0,0,17,1,0,1,1,2,2,4,0,5
743,0,1,17,3,0,3,4,1,1,2,0,5
744,0,1,17,3,0,3,3,1,1,2,0,3
745,0,1,17,4,0,2,2,1,2,3,0,5
746,0,0,19,3,1,3,1,1,1,2,0,5
747,0,0,20,1,0,5,3,1,1,2,0,5
748,0,0,19,2,1,5,3,1,2,3,0,5
749,0,1,18,2,1,4,4,1,2,3,0,5
750,0,1,18,2,0,3,3,1,2,3,0,1
751,0,1,17,2,1,2,1,1,1,2,0,3
752,0,1,17,1,0,4,4,1,1,2,0,5
753,0,1,18,3,1,3,4,1,1,2,0,5
754,0,1,18,1,0,2,4,1,4,5,1,1
755,0,1,17,3,0,3,4,2,5,7,1,5
756,0,1,18,2,0,1,4,1,1,2,0,3
757,0,0,19,2,1,4,4,1,1,2,0,1
758,0,1,18,2,0,4,4,3,3,6,1,5
759,0,1,18,1,1,4,4,1,1,2,0,1
760,0,1,17,1,0,3,4,1,2,3,0,5
761,0,1,17,2,1,2,2,1,2,3,0,5
762,0,1,17,2,0,3,3,1,1,2,0,5
763,0,1,17,2,0,2,3,2,2,4,0,2
764,0,0,18,1,0,2,5,3,4,7,1,5
765,0,1,19,3,1,5,5,4,3,7,1,5
766,0,1,19,2,1,3,4,1,1,2,0,4
767,0,1,18,1,1,3,5,2,4,6,1,5
768,0,1,17,2,1,2,2,1,1,2,0,3
769,0,1,17,3,0,3,2,2,2,4,0,3
770,0,1,17,3,0,4,3,2,3,5,1,5
771,0,1,17,3,0,3,3,2,3,5,1,2
772,0,1,18,3,0,5,5,1,2,3,0,2
773,0,0,18,3,0,3,3,2,2,4,0,3
774,0,0,17,1,0,3,5,3,5,8,1,5
775,0,0,17,1,0,4,5,5,5,10,1,4
776,0,1,17,3,0,4,4,1,3,4,0,4
777,0,1,17,3,1,3,3,1,2,3,0,4
778,0,1,17,1,0,2,5,2,5,7,1,5
779,0,0,18,4,0,5,5,2,4,6,1,5
780,0,0,19,1,1,3,4,2,2,4,0,5
781,0,1,18,2,1,2,5,1,1,2,0,2
782,0,1,17,3,1,4,3,1,1,2,0,5
783,0,0,18,1,0,4,2,1,2,3,0,5
784,0,1,18,2,0,3,4,1,1,2,0,4
785,0,1,18,2,1,3,3,1,1,2,0,2
786,0,1,18,4,0,4,4,1,1,2,0,4
787,0,1,17,3,0,4,5,1,3,4,0,5
788,0,1,17,2,1,3,2,2,3,5,1,2
789,0,1,18,4,0,3,3,1,1,2,0,1
790,0,1,17,2,0,3,3,2,3,5,1,2
791,0,0,18,2,0,3,3,2,2,4,0,2
792,0,0,18,2,1,3,3,1,3,4,0,5
793,0,1,17,2,1,3,1,1,2,3,0,4
794,0,1,18,3,0,3,3,1,2,3,0,3
795,0,1,18,3,1,4,3,2,3,5,1,1
796,0,0,18,3,1,3,2,1,2,3,0,4
797,0,0,18,3,1,4,5,2,3,5,1,5
798,0,1,17,3,1,4,3,1,3,4,0,4
799,0,1,17,2,1,3,4,2,2,4,0,1
800,0,1,17,2,0,3,5,2,4,6,1,4
801,0,1,19,1,0,2,3,3,4,7,1,5
802,0,1,17,1,1,1,2,1,1,2,0,3
803,0,1,21,3,0,3,2,1,1,2,0,5
804,0,0,18,2,0,4,4,1,3,4,0,3
805,0,0,18,2,1,3,5,1,4,5,1,2
806,0,1,17,2,0,3,4,1,3,4,0,4
807,0,0,17,3,0,4,2,1,2,3,0,4
808,0,1,18,2,0,2,2,1,1,2,0,3
809,0,0,21,2,1,3,3,5,2,7,1,4
810,0,1,20,3,1,2,2,1,3,4,0,3
811,0,1,19,1,1,2,5,4,4,8,1,5
812,0,0,17,2,0,4,4,1,2,3,0,5
813,0,1,18,3,1,3,4,1,2,3,0,2
814,0,0,18,1,0,1,3,4,5,9,1,4
815,0,0,19,1,0,3,4,1,4,5,1,4
816,0,1,18,2,0,1,4,1,3,4,0,4
817,0,1,20,1,1,3,1,1,1,2,0,5
818,0,1,18,2,1,1,2,1,2,3,0,1
819,1,1,16,1,1,3,3,1,3,4,0,5
820,1,1,16,2,0,4,4,1,1,2,0,5
821,1,1,15,1,1,1,3,1,1,2,0,2
822,1,1,15,1,0,4,4,2,3,5,1,5
823,1,1,16,2,0,5,2,1,2,3,0,5
824,1,1,15,1,0,3,4,1,1,2,0,1
825,1,0,16,2,0,3,2,1,3,4,0,2
826,1,0,16,3,0,4,3,1,1,2,0,5
827,1,1,17,2,1,5,4,1,2,3,0,5
828,1,1,17,1,0,4,4,2,2,4,0,5
829,1,1,15,1,1,5,1,3,5,8,1,5
830,1,1,16,4,1,2,1,1,1,2,0,1
831,1,1,15,2,0,4,3,1,2,3,0,4
832,1,1,15,1,1,4,3,1,2,3,0,2
833,1,1,16,1,0,2,3,1,2,3,0,2
834,1,1,17,1,0,5,5,1,3,4,0,3
835,1,1,15,1,0,1,3,1,1,2,0,4
836,1,0,16,2,1,4,5,4,5,9,1,3
837,1,0,17,2,0,4,3,2,4,6,1,5
838,1,0,15,2,0,3,4,1,2,3,0,2
839,1,0,15,2,0,3,4,1,2,3,0,2
840,1,0,16,2,0,4,5,1,2,3,0,5
841,1,0,15,2,1,4,5,2,4,6,1,4
842,1,0,15,2,0,3,3,1,1,2,0,5
843,1,0,17,1,1,5,5,5,5,10,1,3
844,1,1,16,3,1,2,2,1,1,2,0,4
845,1,1,15,1,0,1,2,1,1,2,0,1
846,1,1,16,2,0,5,4,1,2,3,0,1
847,1,0,16,2,0,3,3,1,1,2,0,5
848,1,1,16,2,0,4,5,1,1,2,0,4
849,1,1,16,3,0,3,2,1,2,3,0,4
850,1,1,16,3,0,3,2,1,2,3,0,4
851,1,1,15,2,0,4,2,3,3,6,1,2
852,1,1,16,2,1,4,3,2,1,3,0,2
853,1,0,17,1,0,5,5,5,5,10,1,3
854,1,1,16,4,0,3,2,1,1,2,0,1
855,1,1,16,3,0,4,3,1,1,2,0,5
856,1,1,15,2,0,3,3,1,1,2,0,2
857,1,1,16,1,1,2,2,4,3,7,1,2
858,1,1,15,2,0,2,1,1,2,3,0,2
859,1,1,15,3,0,4,3,2,2,4,0,5
860,1,0,16,1,0,4,4,3,4,7,1,5
861,1,1,18,2,1,4,4,2,3,5,1,5
862,1,0,15,1,0,2,3,1,3,4,0,4
863,1,1,16,2,0,3,4,1,1,2,0,2
864,1,0,15,1,0,3,3,1,2,3,0,4
865,1,0,16,2,1,3,1,1,1,2,0,3
866,1,1,15,2,1,5,4,1,1,2,0,1
867,1,1,16,2,0,4,4,2,3,5,1,5
868,1,1,16,1,1,3,2,1,1,2,0,4
869,1,0,16,1,0,4,3,2,3,5,1,4
870,1,0,15,1,0,2,4,3,5,8,1,3
871,1,1,15,3,0,3,2,1,1,2,0,4
872,1,1,16,1,1,4,3,1,1,2,0,5
873,1,0,15,1,0,3,3,2,4,6,1,3
874,1,1,16,2,0,4,3,1,1,2,0,1
875,1,1,17,1,0,5,3,1,1,2,0,5
876,1,1,19,1,1,4,4,1,1,2,0,2
877,1,1,17,1,1,5,3,1,1,2,0,3
878,1,1,15,1,1,2,1,1,3,4,0,4
879,1,1,16,2,0,4,5,1,2,3,0,1
880,1,1,16,1,0,3,4,1,2,3,0,1
881,1,1,17,2,0,3,5,1,2,3,0,4
882,1,1,16,1,0,4,3,1,4,5,1,3
883,1,1,18,3,1,3,2,1,1,2,0,2
884,1,1,19,3,1,3,1,1,1,2,0,3
885,1,0,18,1,0,4,3,3,4,7,1,4
886,1,1,18,1,1,2,3,1,1,2,0,2
887,1,1,19,2,1,1,4,4,1,5,1,1
888,1,1,16,2,1,3,2,1,1,2,0,3
889,1,1,17,1,0,4,4,3,5,8,1,5
890,1,1,16,2,0,4,5,1,3,4,0,3
891,1,1,16,1,1,5,4,1,1,2,0,4
892,1,1,16,1,1,4,4,2,2,4,0,4
893,1,0,17,4,0,4,5,3,4,7,1,5
894,1,1,16,2,0,3,3,1,1,2,0,1
895,1,1,16,1,1,2,5,1,2,3,0,5
896,1,0,17,1,1,3,5,5,5,10,1,1
897,1,0,16,1,0,2,5,1,5,6,1,5
898,1,0,17,4,0,3,5,3,5,8,1,3
899,1,1,16,4,0,2,1,1,1,2,0,5
900,1,1,19,3,1,4,5,1,1,2,0,1
901,1,1,17,1,1,4,5,1,2,3,0,5
902,1,1,20,2,1,3,4,2,4,6,1,3
903,1,1,17,3,1,3,3,1,1,2,0,3
904,1,0,17,1,0,4,5,1,2,3,0,5
905,1,1,16,2,0,3,2,1,1,2,0,1
906,1,1,17,2,0,3,2,1,1,2,0,1
907,1,1,17,2,1,4,5,1,1,2,0,4
908,1,1,18,2,1,3,2,1,1,2,0,5
909,1,1,16,1,0,1,3,1,3,4,0,1
910,1,1,16,1,0,1,3,1,4,5,1,3
911,1,1,18,2,0,3,5,1,4,5,1,3
912,1,1,16,2,1,3,3,2,3,5,1,2
913,1,1,16,1,0,4,5,1,4,5,1,2
914,1,1,18,2,0,3,2,1,3,4,0,1
915,1,0,16,2,0,2,1,1,1,2,0,2
916,1,1,16,2,0,3,2,1,3,4,0,5
917,1,1,16,2,0,3,3,1,1,2,0,2
918,1,1,16,2,1,3,4,1,2,3,0,3
919,1,0,18,4,1,5,5,5,5,10,1,5
920,1,1,16,2,0,2,1,1,1,2,0,2
921,1,0,17,3,0,4,3,1,2,3,0,5
922,1,1,17,1,1,2,3,1,2,3,0,5
923,1,0,16,3,0,1,3,2,2,4,0,3
924,1,1,17,1,0,1,3,1,2,3,0,5
925,1,1,16,1,0,1,3,1,2,3,0,5
926,1,0,17,1,0,1,4,5,5,10,1,3
927,1,0,17,2,1,1,3,3,3,6,1,1
928,1,0,16,2,1,2,2,1,4,5,1,5
929,1,1,16,2,1,2,2,1,1,2,0,3
930,1,0,16,1,0,1,2,2,5,7,1,5
931,1,0,15,2,0,5,5,1,3,4,0,5
932,1,0,15,4,0,4,5,2,3,5,1,5
933,1,0,15,1,0,3,3,1,2,3,0,5
934,1,1,16,3,1,3,3,2,2,4,0,5
935,1,1,16,2,0,2,4,2,2,4,0,1
936,1,1,17,1,1,3,3,2,2,4,0,1
937,1,1,17,2,0,1,3,1,1,2,0,5
938,1,1,16,3,1,3,5,1,4,5,1,5
939,1,0,17,1,1,3,3,1,3,4,0,5
940,1,0,17,1,1,1,2,3,3,6,1,5
941,1,0,17,2,1,4,4,3,4,7,1,5
942,1,1,17,2,0,2,5,1,1,2,0,5
943,1,0,16,1,0,1,2,2,1,3,0,2
944,1,1,17,2,1,5,5,1,2,3,0,3
945,1,1,17,2,0,3,3,2,3,5,1,5
946,1,0,16,2,1,1,2,2,2,4,0,5
947,1,0,17,2,0,1,2,2,2,4,0,1
948,1,0,19,2,0,4,3,3,4,7,1,4
949,1,0,17,1,1,1,2,1,1,2,0,5
950,1,1,17,1,1,5,5,2,2,4,0,4
951,1,1,16,3,1,3,4,1,1,2,0,3
952,1,0,16,1,0,4,4,2,4,6,1,5
953,1,1,17,2,1,4,4,1,1,2,0,5
954,1,0,17,1,1,5,5,3,5,8,1,5
955,1,0,18,1,0,3,2,1,1,2,0,4
956,1,0,17,1,1,5,5,1,3,4,0,2
957,1,0,18,2,0,3,3,1,4,5,1,5
958,1,1,16,2,1,4,3,1,1,2,0,1
959,1,0,17,1,1,2,1,2,3,5,1,5
960,1,0,16,1,0,5,5,2,3,5,1,5
961,1,0,16,1,0,5,5,2,4,6,1,5
962,1,0,18,1,1,3,3,2,3,5,1,5
963,1,0,18,1,0,3,1,2,2,4,0,5
964,1,0,19,1,0,2,1,1,1,2,0,3
965,1,0,18,2,0,4,5,1,3,4,0,3
966,1,0,16,1,1,4,3,2,4,6,1,4
967,1,0,19,1,1,4,3,1,3,4,0,5
968,1,1,16,2,1,5,5,1,1,2,0,1
969,1,1,17,1,0,3,2,1,2,3,0,5
970,1,0,20,1,1,4,3,2,4,6,1,4
971,1,1,18,1,0,4,4,3,4,7,1,2
972,1,0,18,1,0,5,5,5,5,10,1,5
973,1,0,19,2,0,4,4,3,3,6,1,2
974,1,0,17,2,0,5,4,2,3,5,1,3
975,1,0,18,1,1,3,3,2,3,5,1,3
976,1,0,19,1,0,4,4,3,3,6,1,5
977,1,1,18,2,0,3,3,1,1,2,0,5
978,1,1,19,1,0,4,4,1,1,2,0,5
979,1,1,18,1,1,5,5,1,1,2,0,3
980,1,1,17,1,0,4,3,1,1,2,0,5
981,1,1,17,3,0,2,3,2,2,4,0,3
982,1,1,17,2,0,5,5,1,3,4,0,5
983,1,1,18,2,0,3,3,1,2,3,0,4
984,1,1,17,1,1,2,2,1,1,2,0,5
985,1,1,17,1,0,5,1,1,1,2,0,3
986,1,1,18,2,1,4,4,2,2,4,0,5
987,1,1,18,2,0,3,5,1,1,2,0,1
988,1,1,17,1,0,4,3,1,1,2,0,4
989,1,1,18,2,0,4,3,1,2,3,0,4
990,1,1,18,2,0,3,5,1,2,3,0,1
991,1,0,18,1,0,4,5,1,1,2,0,5
992,1,1,17,2,0,3,3,1,2,3,0,4
993,1,1,18,2,1,3,3,1,1,2,0,4
994,1,0,18,1,0,1,4,5,5,10,1,1
995,1,0,18,1,1,5,5,1,1,2,0,1
996,1,0,17,1,0,2,3,3,4,7,1,4
997,1,1,18,2,1,3,1,1,1,2,0,2
998,1,1,18,3,1,4,5,1,4,5,1,3
999,1,1,18,2,1,3,1,1,1,2,0,5
1000,1,1,18,2,0,4,2,1,2,3,0,2
1001,1,1,19,1,0,5,5,2,3,5,1,2
1002,1,1,17,4,1,2,3,3,1,4,0,5
1003,1,1,17,2,1,3,3,1,2,3,0,2
1004,1,1,18,2,1,2,3,1,2,3,0,3
1005,1,1,18,2,0,1,1,1,1,2,0,4
1006,1,1,19,2,1,5,4,1,4,5,1,1
1007,1,1,18,3,1,2,1,1,1,2,0,4
1008,1,0,17,2,1,5,5,1,3,4,0,2
1009,1,1,18,2,1,3,4,1,1,2,0,5
1010,1,1,17,2,0,3,3,1,2,3,0,5
1011,1,1,17,2,1,2,3,1,2,3,0,5
1012,1,0,18,1,1,3,2,1,2,3,0,3
1013,1,1,18,3,0,3,2,1,1,2,0,4
1014,1,1,18,2,1,3,4,1,4,5,1,5
1015,1,1,18,2,1,3,2,1,3,4,0,3
1016,1,1,17,2,1,3,4,1,1,2,0,1
1017,1,1,17,2,0,2,2,1,2,3,0,3
1018,1,0,18,2,0,3,4,2,4,6,1,3
1019,1,0,18,3,1,2,2,2,2,4,0,5
1020,1,1,17,1,1,2,1,1,2,3,0,1
1021,1,1,18,1,1,2,3,1,2,3,0,4
1022,1,1,18,2,1,2,2,4,2,6,1,5
1023,1,0,18,1,1,3,3,2,3,5,1,3
1024,1,1,17,3,1,4,3,1,1,2,0,3
1025,1,1,17,1,0,5,5,1,3,4,0,1
1026,1,1,18,3,0,4,4,1,1,2,0,1
1027,1,1,18,3,0,3,2,1,2,3,0,4
1028,1,1,19,2,1,3,3,1,1,2,0,3
1029,1,1,18,2,0,4,3,3,4,7,1,2
1030,1,1,18,2,1,1,3,1,2,3,0,1
1031,1,1,17,2,0,5,4,2,3,5,1,1
1032,1,0,18,2,0,2,4,1,4,5,1,2
1033,1,0,18,1,1,4,3,1,3,4,0,5
1034,1,0,17,2,0,4,3,1,1,2,0,3
1035,1,0,19,1,0,3,2,1,3,4,0,5
1036,1,0,18,1,0,4,3,4,3,7,1,3
1037,1,1,18,3,0,3,3,1,3,4,0,4
1038,1,1,17,2,0,5,4,1,1,2,0,1
1039,1,1,18,1,1,4,3,2,2,4,0,5
1040,1,1,19,3,0,4,2,1,2,3,0,5
1041,1,1,18,2,0,3,4,1,1,2,0,1
1042,1,1,18,2,0,1,1,1,1,2,0,5
1043,1,0,17,1,0,4,5,3,4,7,1,2
1044,1,0,18,1,0,4,1,3,4,7,1,5
